id,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,is_smelly,id,is_poisonous
4295,f,f,g,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,g,1,4295,1
468,b,y,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,g,1,468,0
856,f,s,y,t,l,f,w,n,n,t,b,s,s,w,w,p,w,o,p,u,v,d,1,856,0
4836,x,f,y,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,g,1,4836,1
2187,x,f,e,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,k,y,d,0,2187,0
5953,k,s,e,t,n,f,c,b,e,e,?,s,s,e,e,p,w,t,e,w,c,w,0,5953,0
7864,x,y,e,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,1,7864,1
7791,b,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,o,o,p,b,c,l,0,7791,0
3402,x,f,g,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,g,1,3402,1
121,x,y,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m,1,121,0
5608,k,y,n,f,n,f,w,n,w,e,b,s,f,w,n,p,w,o,e,w,v,l,0,5608,0
1366,x,f,g,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,a,g,0,1366,0
5778,x,s,b,t,f,f,c,b,w,t,b,s,f,w,w,p,w,o,p,h,v,u,1,5778,1
5645,f,s,b,t,n,f,c,b,w,e,?,s,s,e,e,p,w,t,e,w,c,w,0,5645,0
6413,f,s,e,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l,1,6413,1
1656,x,s,n,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,k,a,g,0,1656,0
3761,f,f,g,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,v,d,0,3761,0
5396,x,f,y,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,g,1,5396,1
1447,f,f,g,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,n,s,g,0,1447,0
7714,x,y,c,f,m,f,c,b,w,e,c,k,y,c,c,p,w,n,n,w,c,d,1,7714,1
4455,x,y,y,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,y,g,1,4455,1
7693,k,s,n,f,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d,1,7693,1
5510,f,s,g,t,f,f,c,b,w,t,b,s,f,w,w,p,w,o,p,h,s,g,1,5510,1
7413,b,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,n,o,p,n,v,l,0,7413,0
262,x,s,w,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,g,1,262,0
5024,x,f,y,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,d,1,5024,1
3929,x,f,y,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,d,1,3929,1
3781,x,f,g,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,d,1,3781,1
1136,x,f,n,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,n,y,d,0,1136,0
1547,f,f,g,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,s,g,0,1547,0
4469,x,s,w,t,f,f,c,b,p,t,b,f,f,w,w,p,w,o,p,h,v,u,1,4469,1
6906,k,s,g,f,n,f,w,b,w,e,?,s,k,w,w,p,w,t,p,w,n,g,0,6906,0
1751,f,y,y,t,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,y,p,1,1751,0
1343,f,f,g,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,n,y,d,0,1343,0
1019,x,f,n,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,k,v,d,0,1019,0
6521,x,s,n,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,1,6521,1
4832,f,f,y,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,p,1,4832,1
206,b,s,w,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,g,1,206,0
7939,b,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,o,o,p,o,c,l,0,7939,0
6264,f,s,n,f,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,1,6264,1
2163,x,y,n,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,y,d,0,2163,0
1565,x,f,g,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,n,v,d,0,1565,0
4437,f,f,g,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,g,1,4437,1
814,x,s,n,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,v,u,1,814,1
1486,x,f,w,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,a,g,0,1486,0
4617,f,y,g,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,d,1,4617,1
6307,f,y,n,f,f,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l,1,6307,1
2489,x,y,g,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,n,v,d,0,2489,0
2141,x,y,e,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,k,v,d,0,2141,0
5576,x,y,n,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,1,5576,1
6912,b,y,y,f,n,f,w,n,y,e,c,y,y,y,y,p,y,o,e,w,c,l,0,6912,1
1229,x,y,n,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,k,y,d,0,1229,0
7375,x,s,n,f,n,a,c,b,o,e,?,s,s,o,o,p,n,o,p,b,v,l,0,7375,0
6298,f,s,n,f,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,1,6298,1
3454,x,f,w,f,c,f,w,n,u,e,b,s,s,w,w,p,w,o,p,n,s,d,1,3454,1
7707,k,s,e,f,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,1,7707,1
7558,x,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,n,o,p,y,v,l,0,7558,0
2868,x,y,g,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,y,d,0,2868,0
1805,f,y,e,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,k,v,d,0,1805,0
6116,x,y,e,f,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l,1,6116,1
3574,f,f,g,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,v,d,0,3574,0
758,b,y,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,m,1,758,0
7138,f,y,e,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,1,7138,1
4368,f,y,g,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,p,1,4368,1
1579,f,y,n,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,s,g,1,1579,1
3179,x,y,g,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,g,1,3179,1
6983,x,s,e,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d,1,6983,1
2697,x,f,g,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,g,1,2697,1
5860,x,y,n,f,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,1,5860,1
634,x,y,n,t,a,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,s,g,1,634,0
5407,x,s,b,t,f,f,c,b,w,t,b,s,f,w,w,p,w,o,p,h,s,g,1,5407,1
6897,f,s,e,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,1,6897,1
6021,f,s,e,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d,1,6021,1
3406,x,y,g,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,n,v,d,0,3406,0
5927,b,s,p,t,n,f,c,b,g,e,b,s,s,w,w,p,w,t,p,r,v,m,0,5927,1
3273,f,f,e,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,n,y,d,0,3273,0
3584,f,y,n,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,n,v,d,0,3584,0
2258,x,y,e,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,v,d,0,2258,0
5227,x,y,n,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d,1,5227,1
6964,x,y,e,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,1,6964,1
7871,b,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,o,o,p,b,v,l,0,7871,0
822,b,s,y,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,m,1,822,0
3580,f,f,e,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,v,d,0,3580,0
316,x,s,y,t,a,f,w,n,w,t,b,s,s,w,w,p,w,o,p,n,v,d,1,316,0
1013,f,s,n,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,s,g,0,1013,0
6557,f,s,n,f,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,1,6557,1
4535,f,y,y,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,d,1,4535,1
4317,f,f,g,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,g,1,4317,1
1193,f,y,n,t,l,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,s,p,1,1193,0
3036,f,y,e,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,v,d,0,3036,0
3603,f,y,e,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,k,v,d,0,3603,0
1709,x,f,g,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,k,v,d,0,1709,0
7177,k,s,n,f,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l,1,7177,1
4849,f,y,g,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,d,1,4849,1
7847,x,f,g,f,n,f,w,b,w,e,?,k,k,w,w,p,w,t,p,w,n,g,0,7847,0
6112,x,s,e,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,1,6112,1
4168,x,y,g,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,g,1,4168,1
2378,x,s,g,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,s,g,0,2378,0
5138,f,y,y,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,p,1,5138,1
4387,x,f,g,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,g,1,4387,1
6913,x,s,e,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,1,6913,1
4292,x,f,y,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,d,1,4292,1
2897,f,f,n,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,k,v,d,0,2897,0
5933,x,y,n,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,1,5933,1
3751,x,f,g,f,c,f,c,n,n,e,b,s,s,w,w,p,w,o,p,n,v,d,1,3751,1
4922,f,y,g,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,p,1,4922,1
5726,b,s,w,t,n,f,c,b,r,e,b,s,s,w,w,p,w,t,p,r,v,m,0,5726,1
2488,f,f,g,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,n,v,d,0,2488,0
1932,x,f,n,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,n,v,d,0,1932,0
2694,f,f,g,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,v,d,0,2694,0
7771,k,s,e,f,s,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d,1,7771,1
7709,k,y,e,f,m,a,c,b,y,e,c,k,y,c,c,p,w,n,n,w,c,d,1,7709,1
1674,f,s,n,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,k,s,g,0,1674,0
270,x,s,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,m,1,270,0
1232,f,f,g,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,a,g,0,1232,0
2560,x,f,w,f,c,f,c,n,g,e,b,s,s,w,w,p,w,o,p,k,v,d,1,2560,1
6812,x,s,e,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,1,6812,1
2588,f,f,n,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,n,v,d,0,2588,0
7866,x,s,n,f,n,a,c,b,o,e,?,s,s,o,o,p,o,o,p,b,v,l,0,7866,0
5096,x,y,y,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,d,1,5096,1
7307,k,s,n,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p,1,7307,1
4336,x,f,y,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,d,1,4336,1
2169,x,y,e,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,v,d,0,2169,0
2336,x,f,g,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,n,v,d,0,2336,0
74,b,s,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,g,1,74,0
6736,f,y,e,f,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,1,6736,1
8092,k,y,e,f,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,1,8092,1
5028,x,s,g,t,f,f,c,b,p,t,b,f,s,w,w,p,w,o,p,h,s,u,1,5028,1
1410,x,f,n,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,k,s,g,0,1410,0
2617,x,y,g,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,n,y,d,0,2617,0
1298,x,y,y,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,s,p,1,1298,0
3425,x,f,y,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,p,1,3425,1
2066,x,y,e,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,v,d,0,2066,0
6757,f,y,n,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,1,6757,1
2450,f,f,g,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,y,d,0,2450,0
5191,f,s,g,t,f,f,c,b,h,t,b,f,s,w,w,p,w,o,p,h,v,u,1,5191,1
104,b,y,w,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,g,1,104,0
589,x,y,w,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,m,1,589,0
6371,f,y,n,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,1,6371,1
1002,f,s,n,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,n,s,g,0,1002,0
6434,x,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,n,o,p,o,v,l,0,6434,0
6048,f,y,e,f,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,1,6048,1
5000,f,f,y,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,d,1,5000,1
6105,f,y,n,f,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l,1,6105,1
5574,x,s,b,t,f,f,c,b,h,t,b,s,f,w,w,p,w,o,p,h,s,g,1,5574,1
7435,k,s,e,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,1,7435,1
204,f,y,n,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,y,p,1,204,0
1484,f,y,y,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,y,g,1,1484,0
646,b,y,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,m,1,646,0
7854,x,s,w,f,n,f,w,b,g,e,?,k,s,w,w,p,w,t,p,w,n,g,0,7854,0
4188,x,y,g,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,d,1,4188,1
1596,x,f,g,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,n,v,d,0,1596,0
3528,f,y,e,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,k,y,d,0,3528,0
1795,f,y,n,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,v,g,1,1795,1
3596,f,y,e,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,k,y,d,0,3596,0
3076,f,f,e,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,n,y,d,0,3076,0
4260,f,f,g,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,g,1,4260,1
6589,f,s,n,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,1,6589,1
2788,f,s,g,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,s,g,0,2788,0
5502,k,y,e,t,n,f,c,b,e,e,?,s,s,e,e,p,w,t,e,w,c,w,0,5502,0
22,b,y,y,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,m,1,22,0
7898,f,y,g,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,v,p,0,7898,0
46,x,y,y,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,m,1,46,0
2608,x,f,e,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,k,y,d,0,2608,0
4303,f,f,g,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,d,1,4303,1
2276,x,f,e,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,k,y,d,0,2276,0
3134,x,f,n,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,y,d,0,3134,0
4731,f,y,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,g,1,4731,1
7495,k,s,n,f,s,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,1,7495,1
6399,x,y,e,f,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,1,6399,1
194,x,s,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,m,1,194,0
2964,x,y,n,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,k,y,d,0,2964,0
7295,k,y,y,f,n,f,w,n,y,e,c,y,y,y,y,p,y,o,e,w,c,l,0,7295,1
8009,b,s,n,f,n,a,c,b,o,e,?,s,s,o,o,p,n,o,p,n,v,l,0,8009,0
2457,x,f,g,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,n,v,d,0,2457,0
1068,x,f,n,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,k,v,d,0,1068,0
4259,x,y,g,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,p,1,4259,1
4014,x,y,y,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,p,1,4014,1
4062,f,y,e,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,y,d,0,4062,0
2671,f,f,n,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,y,d,0,2671,0
7337,k,y,n,f,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d,1,7337,1
2201,x,f,n,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,n,y,d,0,2201,0
1755,f,f,n,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,k,s,g,0,1755,0
417,x,s,n,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,s,u,1,417,1
4821,f,f,y,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,d,1,4821,1
2830,x,y,e,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,v,d,0,2830,0
5644,x,y,e,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,1,5644,1
2104,f,f,n,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,n,y,d,0,2104,0
6085,f,y,n,f,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,1,6085,1
1902,f,f,n,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,n,a,g,0,1902,0
645,x,s,y,t,l,f,w,n,n,t,b,s,s,w,w,p,w,o,p,u,v,d,1,645,0
6898,x,s,n,f,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,1,6898,1
1841,f,f,w,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,n,a,g,0,1841,0
4013,f,y,g,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,d,1,4013,1
7001,k,y,n,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,1,7001,1
2207,x,f,n,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,k,y,d,0,2207,0
3910,f,y,g,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,y,d,0,3910,0
7747,b,s,g,f,n,f,w,b,w,e,?,k,k,w,w,p,w,t,p,w,n,g,0,7747,0
6982,k,s,e,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,1,6982,1
1249,f,f,g,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,n,a,g,0,1249,0
3112,f,y,e,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,n,v,d,0,3112,0
4592,f,y,y,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,g,1,4592,1
1956,x,f,n,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,k,s,g,0,1956,0
7258,k,f,g,f,n,f,w,b,g,e,?,s,s,w,w,p,w,t,p,w,s,g,0,7258,0
3254,f,f,g,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,k,v,d,0,3254,0
5443,x,y,p,t,n,f,c,b,e,e,?,s,s,e,e,p,w,t,e,w,c,w,0,5443,0
7296,k,y,e,f,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,1,7296,1
7208,k,f,g,f,n,f,w,b,g,e,?,k,k,w,w,p,w,t,p,w,n,g,0,7208,0
386,x,y,n,t,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,y,p,1,386,0
4966,k,s,n,t,n,f,c,b,e,e,?,s,s,w,w,p,w,t,e,w,c,w,0,4966,0
2754,x,y,n,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,n,v,d,0,2754,0
4210,f,f,g,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,g,1,4210,1
7892,k,s,n,f,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,1,7892,1
4622,f,y,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,p,1,4622,1
1997,f,f,n,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,a,g,0,1997,0
2762,x,y,g,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,k,y,d,0,2762,0
7323,x,y,n,f,m,f,c,b,y,e,c,k,y,c,c,p,w,n,n,w,c,d,1,7323,1
188,b,y,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,g,1,188,0
2966,f,f,g,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,s,g,0,2966,0
2534,f,f,g,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,k,v,d,0,2534,0
3044,f,y,g,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,n,v,d,0,3044,0
6734,f,s,n,f,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,1,6734,1
4920,f,f,g,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,g,1,4920,1
5324,x,y,n,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,1,5324,1
1753,x,f,w,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,a,g,0,1753,0
1584,f,s,g,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,s,g,0,1584,0
4454,x,y,g,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,p,1,4454,1
6640,f,y,n,f,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,1,6640,1
1878,f,s,n,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,s,g,0,1878,0
6918,f,y,n,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,1,6918,1
1200,x,y,w,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,g,1,1200,0
2863,x,y,g,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,k,y,d,0,2863,0
5805,x,s,g,t,f,f,c,b,w,t,b,f,s,w,w,p,w,o,p,h,s,g,1,5805,1
1379,f,f,n,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,s,g,0,1379,0
3651,f,y,n,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,v,d,0,3651,0
85,x,s,n,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,k,s,g,0,85,0
5395,x,s,w,t,f,f,c,b,h,t,b,s,s,w,w,p,w,o,p,h,s,u,1,5395,1
6036,x,y,e,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,1,6036,1
159,b,s,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,g,1,159,0
888,x,y,y,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,y,p,1,888,0
7073,f,s,c,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,y,p,0,7073,0
7159,x,s,n,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l,1,7159,1
3122,x,f,g,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,d,1,3122,1
8064,k,y,e,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,1,8064,1
2421,x,f,n,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,n,v,d,0,2421,0
6139,f,s,n,f,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l,1,6139,1
2453,x,y,g,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,k,y,d,0,2453,0
989,x,y,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,g,1,989,0
5128,b,g,w,t,n,f,w,n,w,e,b,s,s,w,w,p,w,o,p,w,c,l,0,5128,1
8082,k,s,e,f,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,1,8082,1
6528,f,y,n,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d,1,6528,1
5104,x,y,n,f,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p,1,5104,1
5530,x,y,n,f,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,1,5530,1
5418,f,s,w,t,f,f,c,b,p,t,b,f,s,w,w,p,w,o,p,h,v,u,1,5418,1
1734,f,s,n,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,v,g,1,1734,1
5692,k,y,p,t,n,f,c,b,w,e,?,s,s,w,w,p,w,t,e,w,c,w,0,5692,0
1897,f,s,g,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,s,g,0,1897,0
